index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,
12,11,13,2,0.027777777777778,3.10526315789474,2,1.0,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr11-esr310.npz,,,,,0,10,10,151,,right,red,2.63,282.79547595977783,283.2689719200134,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
6,0,11,2,0.027777777777778,1.0,2,0.027777777777778,0.298245614035088,2,1.0,1.0,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm29-rsr2-rcr100-esr100.npz,,,,,0,11,11,245,,left,green,2.21,286.7671649456024,287.2273049354553,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
11,7,10,2,1.0,1.0,2,0.111111111111111,1.0,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm100-rsr2-rcr69-esr100.npz,,,,,0,12,12,411,,right,red,2.27,290.67734384536743,,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
3,4,0,2,0.444444444444444,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr29.npz,,,,,0,13,13,130,,left,green,2.76,294.6790328025818,295.14686489105225,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
3,14,10,2,0.444444444444444,0.298245614035088,2,0.25,3.10526315789474,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr69-esr100.npz,,,,,0,14,14,279,,right,red,2.24,298.6363489627838,299.1523838043213,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
1,12,0,2,0.111111111111111,0.298245614035088,2,0.027777777777778,3.10526315789474,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm310-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm310-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm310-rsr2-rcr2-esr29.npz,,,,,0,15,15,113,,left,green,2.64,302.63410782814026,303.1386158466339,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
14,6,11,2,0.25,3.10526315789474,2,0.027777777777778,1.0,2,1.0,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr100-esr100.npz,,,,,0,16,16,337,,left,green,2.67,306.6092948913574,307.0926139354706,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
8,0,6,2,0.25,1.0,2,0.027777777777778,0.298245614035088,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm2-esm29-rsr2-rcr2-esr100.npz,,,,,0,17,17,401,,right,red,2.12,310.59437799453735,311.1996967792511,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
2,4,13,2,0.25,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr310.npz,,,,,0,18,18,325,,right,red,2.25,314.63775181770325,315.1150929927826,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
0,8,3,2,0.027777777777778,0.298245614035088,2,0.25,1.0,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr44-esr29.npz,,,,,0,19,19,301,,right,red,2.22,318.57479190826416,319.06794786453247,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
14,5,10,2,0.25,3.10526315789474,2,1.0,0.298245614035088,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr100.npz,,,,,0,20,20,170,,left,green,2.93,322.5636248588562,322.99193692207336,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
4,7,5,2,0.694444444444444,0.298245614035088,2,0.111111111111111,1.0,2,1.0,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm100-rsr2-rcr100-esr29.npz,,,,,0,21,21,195,,left,green,2.62,326.4642879962921,327.0731568336487,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
4,14,12,2,0.694444444444444,0.298245614035088,2,0.25,3.10526315789474,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310.npz,,,,,0,22,22,392,,left,green,2.7,330.5517168045044,330.999559879303,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
5,14,3,2,1.0,0.298245614035088,2,0.25,3.10526315789474,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr44-esr29.npz,,,,,0,23,23,93,,left,green,2.14,334.4781289100647,334.9370148181915,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
5,2,0,2,1.0,0.298245614035088,2,0.25,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29.npz,,,,,0,24,24,476,,right,red,4.48,340.20886993408203,340.7747218608856,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
4,0,3,2,0.694444444444444,0.298245614035088,2,0.027777777777778,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm2-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm2-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm2-esm29-rsr2-rcr44-esr29.npz,,,,,0,25,25,88,,right,red,2.16,344.2259488105774,344.7129008769989,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
1,12,11,2,0.111111111111111,0.298245614035088,2,0.027777777777778,3.10526315789474,2,1.0,1.0,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm310-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm310-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm310-rsr2-rcr100-esr100.npz,,,,,0,26,26,178,,left,green,2.22,348.18593192100525,,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
0,5,6,2,0.027777777777778,0.298245614035088,2,1.0,0.298245614035088,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr2-esr100.npz,,,,,0,27,27,374,,left,green,4.56,353.89736890792847,354.40675377845764,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
3,10,4,2,0.444444444444444,0.298245614035088,2,0.694444444444444,1.0,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm100-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm100-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm100-rsr2-rcr69-esr29.npz,,,,,0,28,28,435,,right,red,4.29,359.6936049461365,360.19591879844666,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
13,10,9,2,0.111111111111111,3.10526315789474,2,0.694444444444444,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100.npz,,,,,0,29,29,330,,right,red,2.96,363.670058965683,364.1107017993927,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
8,13,2,2,0.25,1.0,2,0.111111111111111,3.10526315789474,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm310-rsr2-rcr25-esr29.npz,,,,,0,30,30,376,,left,green,2.41,367.55782294273376,368.04540181159973,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
5,0,6,2,1.0,0.298245614035088,2,0.027777777777778,0.298245614035088,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm29-rsr2-rcr2-esr100.npz,,,,,0,31,31,1,,right,red,2.54,371.53745198249817,371.9719078540802,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
11,2,8,2,1.0,1.0,2,0.25,0.298245614035088,2,0.25,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.npz,,,,,0,32,32,214,,right,red,2.96,375.42686676979065,375.91293478012085,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
5,4,10,2,1.0,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm69-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm69-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm69-esm29-rsr2-rcr69-esr100.npz,,,,,0,33,33,536,,left,green,3.91,381.1341269016266,381.6176857948303,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
12,3,13,2,0.027777777777778,3.10526315789474,2,0.444444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm44-esm29-rsr2-rcr11-esr310.npz,,,,,0,34,34,383,,right,red,2.67,385.10202980041504,385.56708884239197,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
3,7,9,2,0.444444444444444,0.298245614035088,2,0.111111111111111,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr44-esr100.npz,,,,,0,35,35,382,,left,green,3.19,389.03905177116394,389.52400183677673,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
5,3,4,2,1.0,0.298245614035088,2,0.444444444444444,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm29-rsr2-rcr69-esr29.npz,,,,,0,36,36,201,,right,red,1.97,393.00338077545166,393.5093159675598,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
14,13,2,2,0.25,3.10526315789474,2,0.111111111111111,3.10526315789474,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr29.npz,,,,,0,37,37,377,,right,red,3.61,396.9704427719116,397.4117419719696,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
10,6,13,2,0.694444444444444,1.0,2,0.027777777777778,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr310.npz,,,,,0,38,38,41,,right,red,4.15,402.67150497436523,403.1656069755554,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
6,1,2,2,0.027777777777778,1.0,2,0.111111111111111,0.298245614035088,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr29.npz,,,,,0,39,39,68,,right,red,3.88,408.40303683280945,408.8853118419647,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
11,2,4,2,1.0,1.0,2,0.25,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr69-esr29.npz,,,,,0,40,40,359,,right,red,2.18,412.32924580574036,412.7756099700928,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
0,12,7,2,0.027777777777778,0.298245614035088,2,0.027777777777778,3.10526315789474,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm2-esm310-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm2-esm310-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm2-esm310-rsr2-rcr11-esr100.npz,,,,,0,41,41,481,,left,green,4.36,417.98993492126465,418.4637019634247,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
12,7,1,2,0.027777777777778,3.10526315789474,2,0.111111111111111,1.0,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29.npz,,,,,0,42,42,264,,right,red,3.99,423.67829179763794,424.19869685173035,1,,3,8,lightness,readingArea,realistic,75,2023-03-27_11h11.13.926,tripletExp_regina_11082022,2022.2.4,119.6014713849839,
