index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,
12,5,4,2,0.027777777777778,3.10526315789474,2,1.0,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr29.npz,,,,,0,10,10,566,,right,red,1.1,293.33487200737,293.788516998291,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
7,10,5,2,0.111111111111111,1.0,2,0.694444444444444,1.0,2,1.0,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr100-esr29.npz,,,,,0,11,11,395,,right,red,1.07,295.4986500740051,295.903263092041,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
7,8,12,2,0.111111111111111,1.0,2,0.25,1.0,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr310.npz,,,,,0,12,12,271,,left,green,1.33,297.61930203437805,298.0198199748993,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
13,3,14,2,0.111111111111111,3.10526315789474,2,0.444444444444444,0.298245614035088,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm29-rsr2-rcr25-esr310.npz,,,,,0,13,13,38,,left,green,2.33,301.4914391040802,301.89621806144714,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
4,13,2,2,0.694444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr25-esr29.npz,,,,,0,14,14,592,,right,red,2.13,305.3409969806671,305.750785112381,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
2,1,3,2,0.25,0.298245614035088,2,0.111111111111111,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.npz,,,,,0,15,15,85,,left,green,0.94,307.4428479671478,307.8470709323883,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
9,8,7,2,0.444444444444444,1.0,2,0.25,1.0,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr11-esr100.npz,,,,,0,16,16,368,,right,red,2.09,311.2924280166626,311.7030279636383,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
12,1,2,2,0.027777777777778,3.10526315789474,2,0.111111111111111,0.298245614035088,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm29-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm29-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm29-rsr2-rcr25-esr29.npz,,,,,0,17,17,231,,left,green,2.09,315.1848781108856,315.5929629802704,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
7,2,0,2,0.111111111111111,1.0,2,0.25,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr29.npz,,,,,0,18,18,520,,left,green,1.23,317.31234407424927,317.7160680294037,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
8,10,6,2,0.25,1.0,2,0.694444444444444,1.0,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100.npz,,,,,0,19,19,129,,left,green,1.29,319.40792894363403,319.8360540866852,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
5,9,0,2,1.0,0.298245614035088,2,0.444444444444444,1.0,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm100-rsr2-rcr2-esr29.npz,,,,,0,20,20,575,,left,green,0.83,321.54839301109314,,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
10,5,4,2,0.694444444444444,1.0,2,1.0,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm29-rsr2-rcr69-esr29.npz,,,,,0,21,21,455,,right,red,1.43,323.6861379146576,324.09376406669617,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
8,10,9,2,0.25,1.0,2,0.694444444444444,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr100.npz,,,,,0,22,22,342,,right,red,2.43,327.5483069419861,327.95141792297363,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
8,4,1,2,0.25,1.0,2,0.694444444444444,0.298245614035088,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr29.npz,,,,,0,23,23,286,,left,green,2.18,331.4263060092926,331.8364419937134,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
8,14,6,2,0.25,1.0,2,0.25,3.10526315789474,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm25-esm310-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm25-esm310-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm25-esm310-rsr2-rcr2-esr100.npz,,,,,0,24,24,469,,left,green,1.22,333.55347895622253,333.9625470638275,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
11,4,0,2,1.0,1.0,2,0.694444444444444,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm69-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm69-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm69-esm29-rsr2-rcr2-esr29.npz,,,,,0,25,25,219,,left,green,0.8,335.68348503112793,336.0866129398346,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
5,13,12,2,1.0,0.298245614035088,2,0.111111111111111,3.10526315789474,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr310.npz,,,,,0,26,26,389,,right,red,2.1,339.56978607177734,339.98210310935974,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
9,8,0,2,0.444444444444444,1.0,2,0.25,1.0,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr29.npz,,,,,0,27,27,66,,left,green,0.82,341.6780469417572,342.0880560874939,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
2,11,7,2,0.25,0.298245614035088,2,1.0,1.0,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm100-rsr2-rcr11-esr100.npz,,,,,0,28,28,576,,right,red,2.91,345.53812193870544,345.9488830566406,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
13,12,11,2,0.111111111111111,3.10526315789474,2,0.027777777777778,3.10526315789474,2,1.0,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm310-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm310-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm310-rsr2-rcr100-esr100.npz,,,,,0,29,29,441,,left,green,1.12,347.6426200866699,348.0512111186981,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
1,14,7,2,0.111111111111111,0.298245614035088,2,0.25,3.10526315789474,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr100.npz,,,,,0,30,30,583,,right,red,1.07,349.7427201271057,350.14896297454834,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
6,12,3,2,0.027777777777778,1.0,2,0.027777777777778,3.10526315789474,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm310-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm310-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm310-rsr2-rcr44-esr29.npz,,,,,0,31,31,284,,left,green,0.97,351.8723690509796,352.2834041118622,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
11,5,3,2,1.0,1.0,2,1.0,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr44-esr29.npz,,,,,0,32,32,172,,right,red,2.22,355.768000125885,356.1906650066376,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
13,8,0,2,0.111111111111111,3.10526315789474,2,0.25,1.0,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr2-esr29.npz,,,,,0,33,33,429,,left,green,0.77,357.87986993789673,358.3055651187897,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
7,12,2,2,0.111111111111111,1.0,2,0.027777777777778,3.10526315789474,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr29.npz,,,,,0,34,34,72,,left,green,4.46,363.56950402259827,364.0435130596161,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
2,5,14,2,0.25,0.298245614035088,2,1.0,0.298245614035088,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr310.npz,,,,,0,35,35,390,,right,red,1.55,365.74699091911316,,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
7,0,3,2,0.111111111111111,1.0,2,0.027777777777778,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr44-esr29.npz,,,,,0,36,36,237,,left,green,2.06,369.61677408218384,370.0280261039734,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
9,3,14,2,0.444444444444444,1.0,2,0.444444444444444,0.298245614035088,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310.npz,,,,,0,37,37,17,,left,green,1.15,371.7256190776825,372.13767194747925,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
5,1,4,2,1.0,0.298245614035088,2,0.111111111111111,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm29-rsr2-rcr69-esr29.npz,,,,,0,38,38,287,,right,red,1.39,373.84817600250244,,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
13,8,5,2,0.111111111111111,3.10526315789474,2,0.25,1.0,2,1.0,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr29.npz,,,,,0,39,39,209,,left,green,1.17,375.9599931240082,376.37016010284424,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
6,11,1,2,0.027777777777778,1.0,2,1.0,1.0,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr29.npz,,,,,0,40,40,436,,right,red,1.32,378.06446504592896,378.47269201278687,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
10,3,11,2,0.694444444444444,1.0,2,0.444444444444444,0.298245614035088,2,1.0,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100.npz,,,,,0,41,41,485,,left,green,2.28,381.94036293029785,382.3466739654541,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
10,11,9,2,0.694444444444444,1.0,2,1.0,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr44-esr100.npz,,,,,0,42,42,492,,left,green,2.82,385.81711506843567,,1,,2,8,lightness,readingArea,realistic,75,2023-03-27_15h15.16.774,tripletExp_regina_11082022,2022.2.4,119.88109937348517,
