index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
6,4,13,2,0.027777777777778,1.0,2,0.694444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr310.npz,,,,,0,11,11,202,,right,red,0.62,200.00134706497192,,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
10,7,8,2,0.694444444444444,1.0,2,0.111111111111111,1.0,2,0.25,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr25-esr100.npz,,,,,0,12,12,57,,right,red,0.64,202.08017897605896,202.4704568386078,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
11,5,8,2,1.0,1.0,2,1.0,0.298245614035088,2,0.25,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm100-esm29-rsr2-rcr25-esr100.npz,,,,,0,13,13,86,,right,red,0.66,204.18302488327024,204.56089782714844,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
7,8,12,2,0.111111111111111,1.0,2,0.25,1.0,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr2-esr310.npz,,,,,0,14,14,271,,,red,0.66,209.80926394462583,210.1847238540649,,1,209.4999454498291,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
7,2,0,2,0.111111111111111,1.0,2,0.25,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr29.npz,,,,,0,15,15,520,,left,green,0.98,211.90155696868896,212.31329083442688,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
8,1,14,2,0.25,1.0,2,0.111111111111111,0.298245614035088,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm11-esm29-rsr2-rcr25-esr310.npz,,,,,0,16,16,500,,left,green,2.62,215.76065492630005,216.13688683509827,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
1,9,11,2,0.111111111111111,0.298245614035088,2,0.444444444444444,1.0,2,1.0,1.0,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm44-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm44-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm44-esm100-rsr2-rcr100-esr100.npz,,,,,0,17,17,215,,right,red,0.78,217.8394899368286,218.28944301605225,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
10,14,4,2,0.694444444444444,1.0,2,0.25,3.10526315789474,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm310-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm310-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm25-esm310-rsr2-rcr69-esr29.npz,,,,,0,18,18,267,,left,green,2.3,221.7777228355408,222.1492829322815,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
14,12,10,2,0.25,3.10526315789474,2,0.027777777777778,3.10526315789474,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm310-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm310-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm310-rsr2-rcr69-esr100.npz,,,,,0,19,19,331,,right,red,2.78,225.60614204406733,225.99711990356445,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
0,5,2,2,0.027777777777778,0.298245614035088,2,1.0,0.298245614035088,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr29.npz,,,,,0,20,20,25,,right,red,1.03,227.68637204170227,228.06557297706604,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
4,7,10,2,0.694444444444444,0.298245614035088,2,0.111111111111111,1.0,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm100-rsr2-rcr69-esr100.npz,,,,,0,21,21,8,,left,green,1.05,229.7725968360901,,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
0,4,9,2,0.027777777777778,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm69-esm29-rsr2-rcr44-esr100.npz,,,,,0,22,22,21,,right,red,0.88,231.85299491882324,232.29505705833435,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
8,10,6,2,0.25,1.0,2,0.694444444444444,1.0,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr2-esr100.npz,,,,,0,23,23,129,,left,green,1.09,233.99740290641785,234.36888194084167,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
5,3,10,2,1.0,0.298245614035088,2,0.444444444444444,0.298245614035088,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm44-esm29-rsr2-rcr69-esr100.npz,,,,,0,24,24,546,,left,green,0.89,236.0877649784088,236.46334505081177,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
14,11,0,2,0.25,3.10526315789474,2,1.0,1.0,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr2-esr29.npz,,,,,0,25,25,227,,left,green,0.91,238.1514070034027,238.55709195137024,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
4,2,0,2,0.694444444444444,0.298245614035088,2,0.25,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm29-rsr2-rcr2-esr29.npz,,,,,0,26,26,71,,left,green,0.69,240.24772191047668,240.62097096443176,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
3,9,0,2,0.444444444444444,0.298245614035088,2,0.444444444444444,1.0,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm44-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm44-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm44-esm100-rsr2-rcr2-esr29.npz,,,,,0,27,27,551,,left,green,0.71,242.31592893600464,,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
11,12,4,2,1.0,1.0,2,0.027777777777778,3.10526315789474,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm310-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm310-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm310-rsr2-rcr69-esr29.npz,,,,,0,28,28,250,,right,red,0.85,244.3911499977112,244.7657458782196,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
3,6,4,2,0.444444444444444,0.298245614035088,2,0.027777777777778,1.0,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm2-esm100-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm2-esm100-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm2-esm100-rsr2-rcr69-esr29.npz,,,,,0,29,29,154,,left,green,2.52,248.25162196159363,248.73756790161133,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
14,7,1,2,0.25,3.10526315789474,2,0.111111111111111,1.0,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm100-rsr2-rcr11-esr29.npz,,,,,0,30,30,298,,right,red,1.1,250.42893600463867,250.8220980167389,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
1,14,8,2,0.111111111111111,0.298245614035088,2,0.25,3.10526315789474,2,0.25,1.0,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm310-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm310-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm310-rsr2-rcr25-esr100.npz,,,,,0,31,31,108,,right,red,1.1,252.5233359336853,252.9026780128479,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
13,6,1,2,0.111111111111111,3.10526315789474,2,0.027777777777778,1.0,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr29.npz,,,,,0,32,32,486,,right,red,1.22,254.62238693237305,255.0245840549469,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
6,10,9,2,0.027777777777778,1.0,2,0.694444444444444,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm100-rsr2-rcr44-esr100.npz,,,,,0,33,33,148,,right,red,0.69,256.73013401031494,257.1068558692932,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
6,11,1,2,0.027777777777778,1.0,2,1.0,1.0,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr29.npz,,,,,0,34,34,436,,left,green,2.69,260.58906602859497,261.01193404197693,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
12,6,14,2,0.027777777777778,3.10526315789474,2,0.027777777777778,1.0,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr310.npz,,,,,0,35,35,218,,left,green,1.19,262.7065999507904,263.0855128765106,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
0,5,11,2,0.027777777777778,0.298245614035088,2,1.0,0.298245614035088,2,1.0,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr100-esr100.npz,,,,,0,36,36,422,,right,red,0.77,264.8060269355774,265.20892786979675,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
4,14,12,2,0.694444444444444,0.298245614035088,2,0.25,3.10526315789474,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310.npz,,,,,0,37,37,392,,left,green,1.23,266.93062806129456,267.2967460155487,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
4,8,0,2,0.694444444444444,0.298245614035088,2,0.25,1.0,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr29.npz,,,,,0,38,38,137,,left,green,0.9,268.98637986183167,269.3503658771515,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
13,4,0,2,0.111111111111111,3.10526315789474,2,0.694444444444444,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm29-rsr2-rcr2-esr29.npz,,,,,0,39,39,269,,left,green,0.76,271.07106590271,,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
1,0,4,2,0.111111111111111,0.298245614035088,2,0.027777777777778,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm29-rsr2-rcr69-esr29.npz,,,,,0,40,40,494,,left,green,1.07,273.1759569644928,273.5684938430786,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
12,7,9,2,0.027777777777778,3.10526315789474,2,0.111111111111111,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr44-esr100.npz,,,,,0,41,41,124,,left,green,0.99,275.2618269920349,275.6512010097504,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
8,3,9,2,0.25,1.0,2,0.444444444444444,0.298245614035088,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr44-esr100.npz,,,,,0,42,42,15,,left,green,2.77,279.1384859085083,,,1,,8,2,lightness,readingArea,realistic,75,2023-03-28_14h30.23.525,tripletExp_regina_11082022,2022.2.4,120.04819897820455,
