index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,sound_1.stopped,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 43
7,4,6,0,0.111111111111111,1.0,0,0.694444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr100.npz,,,,,0,10,10,528,,,left,green,1.16,297.24822902679443,297.7975161075592,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
9,11,10,0,0.444444444444444,1.0,0,1.0,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm100-esm100-rsr0-rcr69-esr100.npz,,,,,0,11,11,591,,,right,red,1.16,299.5119171142578,299.9486439228058,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
13,0,8,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm29-rsr0-rcr25-esr100.npz,,,,,0,12,12,249,,,right,red,3.09,303.4279611110687,303.8434031009674,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
13,3,7,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm44-esm29-rsr0-rcr11-esr100.npz,,,,,0,13,13,497,,,right,red,1.48,305.54136514663696,305.9821879863739,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
5,3,6,0,1.0,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100.npz,,,,,0,14,14,316,,,left,green,0.8,307.70547008514404,308.1290919780731,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
2,3,6,0,0.25,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100.npz,,,,,0,15,15,357,,,left,green,0.93,309.84730410575867,310.289754152298,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
9,0,6,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr2-esr100.npz,,,,,0,16,16,362,,,right,red,0.79,312.0009620189667,312.45756006240845,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
2,4,6,0,0.25,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm29-rsr0-rcr2-esr100.npz,,,,,0,17,17,563,,,left,green,1.19,314.14914894104004,314.59760212898254,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
9,13,0,0,0.444444444444444,1.0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29.npz,,,,,0,18,18,205,,,left,green,0.69,316.32061100006104,316.7574510574341,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
9,6,11,0,0.444444444444444,1.0,0,0.027777777777778,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr100-esr100.npz,,,,,0,19,19,572,,,left,green,1.09,318.44967913627625,318.86253809928894,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
2,14,8,0,0.25,0.298245614035088,0,0.25,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.npz,,,,,0,20,20,255,,,right,red,0.95,320.5696680545807,320.97696709632874,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
3,5,7,0,0.444444444444444,0.298245614035088,0,1.0,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm100-esm29-rsr0-rcr11-esr100.npz,,,,,0,21,21,474,,,left,green,1.15,322.67917108535767,323.11957597732544,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
10,7,8,0,0.694444444444444,1.0,0,0.111111111111111,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm100-rsr0-rcr25-esr100.npz,,,,,0,22,22,57,,,right,red,1.19,324.8295850753784,325.2673330307007,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
9,0,11,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr100-esr100.npz,,,,,0,23,23,319,,,left,green,1.2,326.9612259864807,327.400808095932,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
5,11,14,0,1.0,0.298245614035088,0,1.0,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm100-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm100-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm100-esm100-rsr0-rcr25-esr310.npz,,,,,0,24,24,258,,,right,red,0.97,329.10053396224976,329.55293011665344,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
14,0,5,0,0.25,3.10526315789474,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm29-rsr0-rcr100-esr29.npz,,,,,0,25,25,418,,,right,red,0.82,331.25580406188965,331.6658499240875,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
12,5,2,0,0.027777777777778,3.10526315789474,0,1.0,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr29.npz,,,,,0,26,26,415,,,right,red,2.9,335.1265060901642,335.6508090496063,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
13,6,2,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr29.npz,,,,,0,27,27,115,,,right,red,3.13,339.12020993232727,,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
10,12,11,0,0.694444444444444,1.0,0,0.027777777777778,3.10526315789474,0,1.0,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm310-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm310-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm2-esm310-rsr0-rcr100-esr100.npz,,,,,0,28,28,317,,,left,green,1.43,341.2570719718933,341.6930091381073,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
6,12,8,0,0.027777777777778,1.0,0,0.027777777777778,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr25-esr100.npz,,,,,0,29,29,186,,,left,green,1.04,343.3817639350891,343.8342399597168,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
13,11,2,0,0.111111111111111,3.10526315789474,0,1.0,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29.npz,,,,,0,30,30,55,,,left,green,1.08,345.52316093444824,345.96681094169617,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
0,14,10,0,0.027777777777778,0.298245614035088,0,0.25,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm310-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm310-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm310-rsr0-rcr69-esr100.npz,,,,,0,31,31,128,,,right,red,0.68,347.6904921531677,348.12814593315125,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
1,14,8,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,0,0.25,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr25-esr100.npz,,,,,0,32,32,108,,,right,red,0.87,349.82003903388977,350.25640201568604,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
13,2,4,0,0.111111111111111,3.10526315789474,0,0.25,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr69-esr29.npz,,,,,0,33,33,307,,,right,red,3.5,353.7092580795288,354.1547920703888,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
13,8,0,0,0.111111111111111,3.10526315789474,0,0.25,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr2-esr29.npz,,,,,0,34,34,429,,,left,green,0.85,355.8742370605469,356.3218660354614,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
14,1,13,0,0.25,3.10526315789474,0,0.111111111111111,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm29-rsr0-rcr11-esr310.npz,,,,,0,35,35,265,,,right,red,1.01,358.0199820995331,358.4254369735718,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
5,2,0,0,1.0,0.298245614035088,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm25-esm29-rsr0-rcr2-esr29.npz,,,,,0,36,36,476,,,left,green,0.78,360.13660311698914,360.5560491085053,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
0,12,7,0,0.027777777777778,0.298245614035088,0,0.027777777777778,3.10526315789474,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm310-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm310-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm2-esm310-rsr0-rcr11-esr100.npz,,,,,0,37,37,481,,,right,red,0.78,362.2810270786285,362.6991069316864,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
12,8,3,0,0.027777777777778,3.10526315789474,0,0.25,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm25-esm100-rsr0-rcr44-esr29.npz,,,,,0,38,38,386,,,right,red,0.97,364.3883111476898,364.8274199962616,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
2,6,0,0,0.25,0.298245614035088,0,0.027777777777778,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr2-esr29.npz,,,,,0,39,39,525,,,right,red,0.89,366.51751613616943,366.9613399505615,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
3,6,10,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm2-esm100-rsr0-rcr69-esr100.npz,,,,,0,40,40,138,,,left,green,0.97,368.6493639945984,369.0784549713135,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
14,8,2,0,0.25,3.10526315789474,0,0.25,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm100-rsr0-rcr25-esr29.npz,,,,,0,41,41,251,,,right,red,1.32,370.7689549922943,371.2018039226532,,1,,3,9,brightness,readingArea,realistic,75,2023-03-20_14h14.56.297,tripletExp_regina_11082022,2022.2.4,120.3399342395951,
