index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,sound_1.stopped,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
14,9,8,0,0.25,3.10526315789474,0,0.444444444444444,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm44-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm44-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm44-esm100-rsr0-rcr25-esr100.npz,,,,,0,24,24,74,,left,green,1.22,175.6945629119873,176.0208718776703,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
5,3,9,0,1.0,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr44-esr100.npz,,,,,0,25,25,1,,left,green,1.13,177.73318099975586,178.06792306900024,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
8,5,14,0,0.25,1.0,0,1.0,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr310.npz,,,,,0,26,26,62,,left,green,0.93,179.7785289287567,180.11505603790283,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
11,10,3,0,1.0,1.0,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm69-esm100-rsr0-rcr44-esr29.npz,,,,,0,27,27,6,,left,green,1.09,181.8273708820343,182.1824150085449,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
10,2,8,0,0.694444444444444,1.0,0,0.25,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm29-rsr0-rcr25-esr100.npz,,,,,0,28,28,348,,right,red,1.01,183.8813850879669,184.22519707679749,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
10,5,13,0,0.694444444444444,1.0,0,1.0,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr310.npz,,,,,0,29,29,71,,right,red,0.81,185.93431210517883,186.2683069705963,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
5,9,7,0,1.0,0.298245614035088,0,0.444444444444444,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr100.npz,,,,,0,30,30,476,,left,green,0.85,187.9604070186615,188.2888569831848,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
13,4,9,0,0.111111111111111,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100.npz,,,,,0,31,31,436,,left,green,0.94,190.0113050937653,190.35632491111755,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
4,13,11,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,1.0,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm310-rsr0-rcr100-esr100.npz,,,,,0,32,32,424,,left,green,0.87,192.0544788837433,192.3714499473572,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
2,5,10,0,0.25,0.298245614035088,0,1.0,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr100.npz,,,,,0,33,33,41,,left,green,1.7,194.0654458999633,,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
10,13,11,0,0.694444444444444,1.0,0,0.111111111111111,3.10526315789474,0,1.0,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm310-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm310-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm11-esm310-rsr0-rcr100-esr100.npz,,,,,0,34,34,235,,left,green,1.29,196.1278090476989,196.4617340564728,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
8,4,11,0,0.25,1.0,0,0.694444444444444,0.298245614035088,0,1.0,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm29-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm29-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm69-esm29-rsr0-rcr100-esr100.npz,,,,,0,35,35,340,,left,green,1.66,198.16066002845764,198.52177596092224,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
0,13,1,0,0.027777777777778,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm11-esm310-rsr0-rcr11-esr29.npz,,,,,0,36,36,166,,right,red,1.44,200.2210440635681,200.56450009346008,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
14,2,0,0,0.25,3.10526315789474,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr29.npz,,,,,0,37,37,218,,right,red,1.31,202.2634110450745,202.61141204833984,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
7,8,5,0,0.111111111111111,1.0,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr100-esr29.npz,,,,,0,38,38,323,,left,green,1.07,204.30836701393127,,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
2,0,5,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr100-esr29.npz,,,,,0,39,39,122,,left,green,0.88,206.38002395629883,206.712063074112,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
9,0,8,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr100.npz,,,,,0,40,40,365,,right,red,1.01,208.43265008926392,208.81513905525208,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
4,9,6,0,0.694444444444444,0.298245614035088,0,0.444444444444444,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm100-rsr0-rcr2-esr100.npz,,,,,0,41,41,61,,left,green,1.06,210.5287458896637,210.8766369819641,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
10,8,7,0,0.694444444444444,1.0,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100.npz,,,,,0,42,42,51,,right,red,1.04,212.57109189033508,212.9106020927429,,,1,AS,1,lightness,readingArea,mean,72,2023-03-10_14h13.04.417,tripletExp_regina_11082022,2022.2.4,120.20646270688545,
