index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 43
13,10,11,0,0.111111111111111,3.10526315789474,0,0.694444444444444,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm100-rsr0-rcr100-esr100.npz,,,,,0,10,10,320,,right,red,1.44,183.50363898277283,183.96534991264343,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
14,13,0,0,0.25,3.10526315789474,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr2-esr29.npz,,,,,0,11,11,417,,right,red,0.97,185.6554977893829,186.1137638092041,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
8,2,0,0,0.25,1.0,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.npz,,,,,0,12,12,574,,right,red,1.32,187.79996585845947,188.39958095550537,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
1,14,5,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm310-rsr0-rcr100-esr29.npz,,,,,0,13,13,509,,right,red,1.04,190.08160495758057,190.54079580307007,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
8,13,2,0,0.25,1.0,0,0.111111111111111,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm310-rsr0-rcr25-esr29.npz,,,,,0,14,14,376,,left,green,1.0,192.23730397224423,192.7128758430481,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
11,9,4,0,1.0,1.0,0,0.444444444444444,1.0,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm100-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm100-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm44-esm100-rsr0-rcr69-esr29.npz,,,,,0,15,15,26,,right,red,1.2,194.4346899986267,194.9666609764099,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
8,3,9,0,0.25,1.0,0,0.444444444444444,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm44-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm44-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm44-esm29-rsr0-rcr44-esr100.npz,,,,,0,16,16,15,,left,green,1.35,196.6890089511872,197.15117979049683,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
2,0,13,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm29-rsr0-rcr11-esr310.npz,,,,,0,17,17,50,,left,green,2.17,200.6319508552552,201.12633800506592,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
7,9,8,0,0.111111111111111,1.0,0,0.444444444444444,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm44-esm100-rsr0-rcr25-esr100.npz,,,,,0,18,18,515,,right,red,2.28,204.6026909351349,205.2573997974396,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
6,2,5,0,0.027777777777778,1.0,0,0.25,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr100-esr29.npz,,,,,0,19,19,504,,left,green,1.16,206.9561297893524,207.43344402313232,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
1,9,11,0,0.111111111111111,0.298245614035088,0,0.444444444444444,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr100.npz,,,,,0,20,20,215,,right,red,0.83,209.1507248878479,209.6177279949188,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
9,13,0,0,0.444444444444444,1.0,0,0.111111111111111,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm11-esm310-rsr0-rcr2-esr29.npz,,,,,0,21,21,205,,left,green,1.13,211.3253049850464,211.88427901268005,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
9,8,0,0,0.444444444444444,1.0,0,0.25,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr29.npz,,,,,0,22,22,66,,left,green,0.96,213.584774017334,214.13346886634827,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
0,10,14,0,0.027777777777778,0.298245614035088,0,0.694444444444444,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr25-esr310.npz,,,,,0,23,23,31,,right,red,1.01,215.82613682746887,216.31148481369016,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
3,9,13,0,0.444444444444444,0.298245614035088,0,0.444444444444444,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr310.npz,,,,,0,24,24,341,,right,red,2.77,219.7777099609375,220.2771728038788,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
12,5,2,0,0.027777777777778,3.10526315789474,0,1.0,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr29.npz,,,,,0,25,25,415,,right,red,2.17,223.7575409412384,,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
7,8,12,0,0.111111111111111,1.0,0,0.25,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm100-rsr0-rcr2-esr310.npz,,,,,0,26,26,271,,left,green,1.39,225.95200896263125,226.46115398406985,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
13,8,5,0,0.111111111111111,3.10526315789474,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm100-rsr0-rcr100-esr29.npz,,,,,0,27,27,209,,left,green,2.25,229.9556889533997,230.5472948551178,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
11,6,14,0,1.0,1.0,0,0.027777777777778,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm2-esm100-rsr0-rcr25-esr310.npz,,,,,0,28,28,305,,right,red,1.05,232.24516201019287,232.702360868454,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
4,14,12,0,0.694444444444444,0.298245614035088,0,0.25,3.10526315789474,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm310-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm310-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm310-rsr0-rcr2-esr310.npz,,,,,0,29,29,392,,left,green,1.05,234.4095368385315,234.90613985061648,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
14,5,13,0,0.25,3.10526315789474,0,1.0,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr11-esr310.npz,,,,,0,30,30,524,,right,red,1.11,236.6125128269196,237.11175394058228,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
13,11,2,0,0.111111111111111,3.10526315789474,0,1.0,1.0,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm100-esm100-rsr0-rcr25-esr29.npz,,,,,0,31,31,55,,left,green,1.13,238.7993438243866,239.2805359363556,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
12,9,14,0,0.027777777777778,3.10526315789474,0,0.444444444444444,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm44-esm100-rsr0-rcr25-esr310.npz,,,,,0,32,32,123,,right,red,0.83,240.9714229106903,241.5687608718872,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
11,5,2,0,1.0,1.0,0,1.0,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr25-esr29.npz,,,,,0,33,33,596,,left,green,1.24,243.26001286506653,243.71739292144773,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
0,10,12,0,0.027777777777778,0.298245614035088,0,0.694444444444444,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm100-rsr0-rcr2-esr310.npz,,,,,0,34,34,531,,right,red,0.89,245.40803599357605,245.8889307975769,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
2,6,13,0,0.25,0.298245614035088,0,0.027777777777778,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm2-esm100-rsr0-rcr11-esr310.npz,,,,,0,35,35,388,,left,green,1.27,247.58534789085388,248.06629180908203,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
12,6,9,0,0.027777777777778,3.10526315789474,0,0.027777777777778,1.0,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm2-esm100-rsr0-rcr44-esr100.npz,,,,,0,36,36,177,,left,green,1.06,249.75718784332275,250.37658286094663,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
0,4,7,0,0.027777777777778,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm69-esm29-rsr0-rcr11-esr100.npz,,,,,0,37,37,200,,right,red,1.4,252.0566668510437,252.5017828941345,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
12,11,13,0,0.027777777777778,3.10526315789474,0,1.0,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm100-rsr0-rcr11-esr310.npz,,,,,0,38,38,151,,right,red,1.15,254.19978284835813,254.66592979431152,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
4,12,2,0,0.694444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm310-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm310-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm310-rsr0-rcr25-esr29.npz,,,,,0,39,39,543,,right,red,1.08,256.35400795936584,,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
9,12,0,0,0.444444444444444,1.0,0,0.027777777777778,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.npz,,,,,0,40,40,175,,right,red,1.04,258.638876914978,259.1124339103699,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
14,12,0,0,0.25,3.10526315789474,0,0.027777777777778,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm310-rsr0-rcr2-esr29.npz,,,,,0,41,41,409,,right,red,0.85,260.8260979652405,261.2661738395691,,,1,,7,3,lightness,readingArea,realistic,75,2023-03-25_12h00.29.698,tripletExp_regina_11082022,2022.2.4,119.8639696846726,
