index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 41
13,2,12,0,0.111111111111111,3.10526315789474,0,0.25,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm25-esm29-rsr0-rcr2-esr310.npz,,,,,0,14,14,14,104.2867500782013,,right,red,2.1,104.5643961429596,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
0,11,1,0,0.027777777777778,0.298245614035088,0,1.0,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm100-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm100-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm100-rsr0-rcr11-esr29.npz,,,,,0,15,15,15,108.12314009666444,,right,red,2.12,108.4372911453247,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
0,5,4,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr29.npz,,,,,0,16,16,16,111.93929815292358,,right,red,0.76,112.2522292137146,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
3,8,13,0,0.444444444444444,0.298245614035088,0,0.25,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr310.npz,,,,,0,17,17,17,113.9765830039978,,,red,0.76,114.24896907806396,1,119.2086103439331,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
8,14,1,0,0.25,1.0,0,0.25,3.10526315789474,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr11-esr29.npz,,,,,0,18,18,18,119.57355904579164,,left,green,0.74,119.85033822059631,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
13,6,5,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr100-esr29.npz,,,,,0,19,19,19,121.5920112133026,,left,green,1.19,121.86720418930054,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
12,5,6,0,0.027777777777778,3.10526315789474,0,1.0,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr2-esr100.npz,,,,,0,20,20,20,123.60147714614868,,left,green,2.18,123.88524317741394,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
0,9,5,0,0.027777777777778,0.298245614035088,0,0.444444444444444,1.0,0,1.0,0.298245614035088,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr29,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr29.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr29.npz,,,,,0,21,21,21,127.4096109867096,,right,red,0.77,127.7215690612793,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
9,6,1,0,0.444444444444444,1.0,0,0.027777777777778,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm100-rsr0-rcr11-esr29.npz,,,,,0,22,22,22,129.4538860321045,,right,red,0.78,129.72670102119446,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
1,6,3,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm2-esm100-rsr0-rcr44-esr29.npz,,,,,0,23,23,23,131.48547101020813,,left,green,0.59,131.75954699516296,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,8,12,0,0.25,0.298245614035088,0,0.25,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm25-esm100-rsr0-rcr2-esr310.npz,,,,,0,24,24,24,133.50894117355347,,left,green,2.96,133.78457307815552,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
8,14,11,0,0.25,1.0,0,0.25,3.10526315789474,0,1.0,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr100-esr100.npz,,,,,0,25,25,25,137.29191207885742,,right,red,0.71,137.57116222381592,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
13,6,14,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm2-esm100-rsr0-rcr25-esr310.npz,,,,,0,26,26,26,139.2987141609192,,left,green,0.8,139.5776240825653,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
11,1,7,0,1.0,1.0,0,0.111111111111111,0.298245614035088,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm29-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm29-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm29-rsr0-rcr11-esr100.npz,,,,,0,27,27,27,141.3348171710968,,right,red,0.65,141.61138606071472,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
4,9,8,0,0.694444444444444,0.298245614035088,0,0.444444444444444,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm44-esm100-rsr0-rcr25-esr100.npz,,,,,0,28,28,28,143.34285616874695,,right,red,2.09,143.61987614631653,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
6,2,3,0,0.027777777777778,1.0,0,0.25,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr44-esr29.npz,,,,,0,29,29,29,147.16505408287048,,right,red,0.95,147.4820601940155,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
9,0,10,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr100.npz,,,,,0,30,30,30,149.23021507263184,,left,green,0.92,149.50444102287292,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
7,11,13,0,0.111111111111111,1.0,0,1.0,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm100-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm100-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm100-esm100-rsr0-rcr11-esr310.npz,,,,,0,31,31,31,151.23500514030457,,right,red,0.9,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,9,1,0,0.25,0.298245614035088,0,0.444444444444444,1.0,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm100-rsr0-rcr11-esr29.npz,,,,,0,32,32,32,153.25261306762695,,left,green,0.93,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
3,14,9,0,0.444444444444444,0.298245614035088,0,0.25,3.10526315789474,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm310-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm310-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm310-rsr0-rcr44-esr100.npz,,,,,0,33,33,33,155.27500200271606,,right,red,0.89,155.54727220535278,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
14,4,3,0,0.25,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr29.npz,,,,,0,34,34,34,157.3871190547943,,right,red,2.75,157.6662290096283,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
8,7,10,0,0.25,1.0,0,0.111111111111111,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100.npz,,,,,0,35,35,35,161.17937111854553,,left,green,0.76,161.45700812339783,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
3,7,13,0,0.444444444444444,0.298245614035088,0,0.111111111111111,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm11-esm100-rsr0-rcr11-esr310.npz,,,,,0,36,36,36,163.19540905952454,,left,green,0.76,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
5,3,14,0,1.0,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl100-esl29-rsm0-rcm44-esm29-rsr0-rcr25-esr310.npz,,,,,0,37,37,37,165.2205731868744,,left,green,0.82,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,10,8,0,0.25,0.298245614035088,0,0.694444444444444,1.0,0,0.25,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm69-esm100-rsr0-rcr25-esr100.npz,,,,,0,38,38,38,167.25491619110107,,right,red,0.93,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
4,8,11,0,0.694444444444444,0.298245614035088,0,0.25,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm25-esm100-rsr0-rcr100-esr100.npz,,,,,0,39,39,39,169.28000903129578,,left,green,1.02,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
9,8,7,0,0.444444444444444,1.0,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm25-esm100-rsr0-rcr11-esr100.npz,,,,,0,40,40,40,171.29808712005615,,right,red,2.91,171.575355052948,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
2,5,10,0,0.25,0.298245614035088,0,1.0,0.298245614035088,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm100-esm29-rsr0-rcr69-esr100.npz,,,,,0,41,41,41,175.07186818122864,,right,red,2.78,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
4,6,11,0,0.694444444444444,0.298245614035088,0,0.027777777777778,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm2-esm100-rsr0-rcr100-esr100.npz,,,,,0,42,42,42,178.87301206588745,,left,green,2.05,,1,,EB,1,brightness,readingArea,realistic,72,2023-03-07_13h24.07.615,tripletExp_regina_11082022,2022.2.4,119.91845907085654,
