index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
13,1,3,2,0.111111111111111,3.10526315789474,2,0.111111111111111,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm29-rsr2-rcr44-esr29.npz,,,,,0,13,13,588,,right,red,2.98,596.8567750453949,597.2945630550385,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
7,10,13,2,0.111111111111111,1.0,2,0.694444444444444,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr11-esr310.npz,,,,,0,14,14,446,,right,red,1.47,598.9834110736847,599.4988420009613,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
2,9,11,2,0.25,0.298245614035088,2,0.444444444444444,1.0,2,1.0,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr100-esr100.npz,,,,,0,15,15,164,,right,red,2.84,602.9398350715637,603.3815629482269,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
5,13,12,2,1.0,0.298245614035088,2,0.111111111111111,3.10526315789474,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr310.npz,,,,,0,16,16,389,,left,green,1.25,605.0844020843506,605.5408909320831,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
4,10,11,2,0.694444444444444,0.298245614035088,2,0.694444444444444,1.0,2,1.0,1.0,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm69-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm69-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm69-esm100-rsr2-rcr100-esr100.npz,,,,,0,17,17,180,,right,red,0.82,607.2482399940491,607.6857371330261,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
7,0,2,2,0.111111111111111,1.0,2,0.027777777777778,0.298245614035088,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr25-esr29.npz,,,,,0,18,18,347,,right,red,3.18,611.1496911048889,611.6289460659027,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
3,10,4,2,0.444444444444444,0.298245614035088,2,0.694444444444444,1.0,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm100-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm100-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm100-rsr2-rcr69-esr29.npz,,,,,0,19,19,435,,right,red,2.89,615.1302890777588,,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
1,8,12,2,0.111111111111111,0.298245614035088,2,0.25,1.0,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310.npz,,,,,0,20,20,156,,right,red,0.99,617.2857210636139,617.7936429977417,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
0,8,12,2,0.027777777777778,0.298245614035088,2,0.25,1.0,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310.npz,,,,,0,21,21,314,,right,red,0.83,619.4848480224609,619.9215450286865,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
11,3,12,2,1.0,1.0,2,0.444444444444444,0.298245614035088,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr310.npz,,,,,0,22,22,355,,left,green,3.03,623.3849380016327,623.9986729621887,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
4,14,1,2,0.694444444444444,0.298245614035088,2,0.25,3.10526315789474,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr29.npz,,,,,0,23,23,477,,left,green,1.39,625.7116410732269,626.1473240852356,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
13,0,10,2,0.111111111111111,3.10526315789474,2,0.027777777777778,0.298245614035088,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr100.npz,,,,,0,24,24,505,,left,green,1.64,627.8363621234894,628.2679979801178,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
13,6,4,2,0.111111111111111,3.10526315789474,2,0.027777777777778,1.0,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr69-esr29.npz,,,,,0,25,25,328,,right,red,3.23,631.7473800182343,632.1892840862274,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
9,3,14,2,0.444444444444444,1.0,2,0.444444444444444,0.298245614035088,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm44-esm29-rsr2-rcr25-esr310.npz,,,,,0,26,26,17,,left,green,1.73,633.908420085907,,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
4,2,13,2,0.694444444444444,0.298245614035088,2,0.25,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm29-rsr2-rcr11-esr310.npz,,,,,0,27,27,304,,right,red,1.53,636.0848090648651,636.5194101333618,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
0,1,8,2,0.027777777777778,0.298245614035088,2,0.111111111111111,0.298245614035088,2,0.25,1.0,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr25-esr100.npz,,,,,0,28,28,107,,right,red,1.39,638.2392680644989,638.6584689617157,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
10,12,11,2,0.694444444444444,1.0,2,0.027777777777778,3.10526315789474,2,1.0,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm2-esm310-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm2-esm310-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm2-esm310-rsr2-rcr100-esr100.npz,,,,,0,29,29,317,,right,red,3.27,642.1542451381683,642.6305470466614,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
7,13,6,2,0.111111111111111,1.0,2,0.111111111111111,3.10526315789474,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm310-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm310-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm11-esm310-rsr2-rcr2-esr100.npz,,,,,0,30,30,73,,left,green,1.04,644.3235659599304,644.8518590927124,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
12,13,14,2,0.027777777777778,3.10526315789474,2,0.111111111111111,3.10526315789474,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr310.npz,,,,,0,31,31,208,,right,red,1.57,646.5461161136627,646.9724869728088,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
14,6,11,2,0.25,3.10526315789474,2,0.027777777777778,1.0,2,1.0,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm100-rsr2-rcr100-esr100.npz,,,,,0,32,32,337,,left,green,1.71,648.6876289844513,649.1221699714661,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
3,4,13,2,0.444444444444444,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr11-esr310.npz,,,,,0,33,33,63,,left,green,4.82,654.3196790218353,654.753534078598,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
14,0,3,2,0.25,3.10526315789474,2,0.027777777777778,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm29-rsr2-rcr44-esr29.npz,,,,,0,34,34,75,,right,red,1.3,656.4482460021973,656.8795461654663,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
4,13,2,2,0.694444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr25-esr29.npz,,,,,0,35,35,592,,right,red,1.39,658.568470954895,658.993800163269,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
7,0,3,2,0.111111111111111,1.0,2,0.027777777777778,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm2-esm29-rsr2-rcr44-esr29.npz,,,,,0,36,36,237,,left,green,2.89,662.4761991500854,662.9361200332642,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
12,14,4,2,0.027777777777778,3.10526315789474,2,0.25,3.10526315789474,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm310-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm310-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm310-rsr2-rcr69-esr29.npz,,,,,0,37,37,315,,right,red,0.97,664.6256980895996,665.0508570671082,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
2,1,3,2,0.25,0.298245614035088,2,0.111111111111111,0.298245614035088,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.npz,,,,,0,38,38,85,,left,green,1.05,666.7429239749908,667.176274061203,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
6,2,5,2,0.027777777777778,1.0,2,0.25,0.298245614035088,2,1.0,0.298245614035088,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm29-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm29-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm25-esm29-rsr2-rcr100-esr29.npz,,,,,0,39,39,504,,right,red,1.23,668.9031450748444,669.5447430610657,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
11,2,8,2,1.0,1.0,2,0.25,0.298245614035088,2,0.25,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.npz,,,,,0,40,40,214,,right,red,1.02,671.2297070026398,671.664736032486,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
2,4,10,2,0.25,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm69-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm69-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm69-esm29-rsr2-rcr69-esr100.npz,,,,,0,41,41,174,,right,red,1.2,673.3660991191864,673.7948839664459,,1,,3,10,brightness,readingArea,realistic,75,2023-03-20_14h50.43.810,tripletExp_regina_11082022,2022.2.4,119.6430934939869,
