index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_2.started,sound_1.stopped,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
14,6,12,0,0.25,3.10526315789474,0,0.027777777777778,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm2-esm100-rsr0-rcr2-esr310.npz,,,,,0,11,11,242,,right,red,0.81,221.7143352031708,222.0630559921265,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
12,5,14,0,0.027777777777778,3.10526315789474,0,1.0,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm100-esm29-rsr0-rcr25-esr310.npz,,,,,0,12,12,193,,left,green,1.44,223.75327110290527,224.1185431480408,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
11,7,10,0,1.0,1.0,0,0.111111111111111,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm100-rsr0-rcr69-esr100.npz,,,,,0,13,13,411,,left,green,3.03,227.58239603042605,227.93131303787231,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
11,1,12,0,1.0,1.0,0,0.111111111111111,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm11-esm29-rsr0-rcr2-esr310.npz,,,,,0,14,14,339,,right,red,0.7,229.6417140960693,230.0176701545716,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
12,4,9,0,0.027777777777778,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.444444444444444,1.0,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100,exr/ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100.exr,ReadingArea_rsl0-rcl2-esl310-rsm0-rcm69-esm29-rsr0-rcr44-esr100.npz,,,,,0,15,15,380,,left,green,0.68,231.741238117218,232.0759379863739,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
6,12,0,0,0.027777777777778,1.0,0,0.027777777777778,3.10526315789474,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm2-esm310-rsr0-rcr2-esr29.npz,,,,,0,16,16,23,,left,green,1.2,233.78157019615173,,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
9,4,14,0,0.444444444444444,1.0,0,0.694444444444444,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm69-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm69-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm69-esm29-rsr0-rcr25-esr310.npz,,,,,0,17,17,104,,left,green,0.95,235.8382911682129,236.1806981563568,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
11,14,2,0,1.0,1.0,0,0.25,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm310-rsr0-rcr25-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm310-rsr0-rcr25-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm25-esm310-rsr0-rcr25-esr29.npz,,,,,0,18,18,419,,left,green,0.8,237.88400602340693,238.2449140548706,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
4,7,10,0,0.694444444444444,0.298245614035088,0,0.111111111111111,1.0,0,0.694444444444444,1.0,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr69-esr100,exr/ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr69-esr100.exr,ReadingArea_rsl0-rcl69-esl29-rsm0-rcm11-esm100-rsr0-rcr69-esr100.npz,,,,,0,19,19,8,,left,green,0.71,239.9384741783142,240.27096819877625,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
7,2,0,0,0.111111111111111,1.0,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29,exr/ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.exr,ReadingArea_rsl0-rcl11-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr29.npz,,,,,0,20,20,520,,left,green,0.62,241.98016500473025,242.3020250797272,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
1,9,11,0,0.111111111111111,0.298245614035088,0,0.444444444444444,1.0,0,1.0,1.0,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr100,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr100.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm44-esm100-rsr0-rcr100-esr100.npz,,,,,0,21,21,215,,right,red,1.34,243.99415516853333,244.32969212532043,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
3,2,8,0,0.444444444444444,0.298245614035088,0,0.25,0.298245614035088,0,0.25,1.0,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm29-rsr0-rcr25-esr100,exr/ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm29-rsr0-rcr25-esr100.exr,ReadingArea_rsl0-rcl44-esl29-rsm0-rcm25-esm29-rsr0-rcr25-esr100.npz,,,,,0,22,22,181,,left,green,0.67,246.0165181159973,246.38204216957087,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
14,5,13,0,0.25,3.10526315789474,0,1.0,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm100-esm29-rsr0-rcr11-esr310.npz,,,,,0,23,23,524,,right,red,1.02,248.07328414916992,248.4085440635681,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
0,5,12,0,0.027777777777778,0.298245614035088,0,1.0,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm100-esm29-rsr0-rcr2-esr310.npz,,,,,0,24,24,366,,right,red,1.03,250.1060800552368,250.45735716819763,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
0,8,7,0,0.027777777777778,0.298245614035088,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr100,exr/ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr100.exr,ReadingArea_rsl0-rcl2-esl29-rsm0-rcm25-esm100-rsr0-rcr11-esr100.npz,,,,,0,25,25,9,,right,red,0.78,252.1605610847473,252.48548698425293,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
8,7,12,0,0.25,1.0,0,0.111111111111111,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm11-esm100-rsr0-rcr2-esr310.npz,,,,,0,26,26,471,,right,red,0.76,254.1807789802552,254.5118081569672,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
14,10,13,0,0.25,3.10526315789474,0,0.694444444444444,1.0,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm69-esm100-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm69-esm100-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm69-esm100-rsr0-rcr11-esr310.npz,,,,,0,27,27,204,,right,red,1.34,256.21077513694763,256.5662851333618,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
10,9,6,0,0.694444444444444,1.0,0,0.444444444444444,1.0,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm100-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm100-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm44-esm100-rsr0-rcr2-esr100.npz,,,,,0,28,28,35,,left,green,0.68,258.26302099227905,258.60088419914246,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
9,0,6,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr2-esr100.npz,,,,,0,29,29,362,,right,red,0.77,260.28685998916626,260.61185598373413,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
9,0,14,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr25-esr310.npz,,,,,0,30,30,550,,left,green,0.94,262.3040590286255,262.6553900241852,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
1,2,12,0,0.111111111111111,0.298245614035088,0,0.25,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl11-esl29-rsm0-rcm25-esm29-rsr0-rcr2-esr310.npz,,,,,0,31,31,229,,right,red,0.72,264.3526871204376,,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
14,13,3,0,0.25,3.10526315789474,0,0.111111111111111,3.10526315789474,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl25-esl310-rsm0-rcm11-esm310-rsr0-rcr44-esr29.npz,,,,,0,32,32,256,,right,red,0.84,266.4437720775604,266.7653751373291,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
9,0,3,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm2-esm29-rsr0-rcr44-esr29.npz,,,,,0,33,33,2,,right,red,1.23,268.48768615722656,268.8393361568451,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
8,0,4,0,0.25,1.0,0,0.027777777777778,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr29,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr29.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm2-esm29-rsr0-rcr69-esr29.npz,,,,,0,34,34,346,,left,green,1.5,270.5318570137024,270.8835680484772,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
11,5,1,0,1.0,1.0,0,1.0,0.298245614035088,0,0.111111111111111,0.298245614035088,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr29,exr/ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr29.exr,ReadingArea_rsl0-rcl100-esl100-rsm0-rcm100-esm29-rsr0-rcr11-esr29.npz,,,,,0,35,35,48,,left,green,0.71,272.57408118247986,272.9075291156769,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
2,3,6,0,0.25,0.298245614035088,0,0.444444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl29-rsm0-rcm44-esm29-rsr0-rcr2-esr100.npz,,,,,0,36,36,357,,left,green,2.5,276.3757951259613,276.72026109695435,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
13,4,12,0,0.111111111111111,3.10526315789474,0,0.694444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl11-esl310-rsm0-rcm69-esm29-rsr0-rcr2-esr310.npz,,,,,0,37,37,122,,left,green,0.93,278.4208631515503,278.74069714546204,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
8,14,6,0,0.25,1.0,0,0.25,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl25-esl100-rsm0-rcm25-esm310-rsr0-rcr2-esr100.npz,,,,,0,38,38,469,,left,green,1.25,280.44109320640564,280.79472613334656,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
9,4,6,0,0.444444444444444,1.0,0,0.694444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr100,exr/ReadingArea_rsl0-rcl44-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr100.exr,ReadingArea_rsl0-rcl44-esl100-rsm0-rcm69-esm29-rsr0-rcr2-esr100.npz,,,,,0,39,39,453,,left,green,0.88,282.48251605033875,282.81618905067444,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
6,2,12,0,0.027777777777778,1.0,0,0.25,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310,exr/ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310.exr,ReadingArea_rsl0-rcl2-esl100-rsm0-rcm25-esm29-rsr0-rcr2-esr310.npz,,,,,0,40,40,480,,right,red,0.82,284.51052618026733,284.8575019836426,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
10,4,13,0,0.694444444444444,1.0,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm69-esm29-rsr0-rcr11-esr310,exr/ReadingArea_rsl0-rcl69-esl100-rsm0-rcm69-esm29-rsr0-rcr11-esr310.exr,ReadingArea_rsl0-rcl69-esl100-rsm0-rcm69-esm29-rsr0-rcr11-esr310.npz,,,,,0,41,41,24,,right,red,1.11,286.547523021698,286.8954110145569,,,1,PM,1,lightness,readingArea,realistic,75,2023-03-13_14h30.10.942,tripletExp_regina_11082022,2022.2.4,119.67313398767403,
