index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 42
13,0,4,2,0.111111111111111,3.10526315789474,2,0.027777777777778,0.298245614035088,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr29.npz,,,,,0,22,22,270,,right,red,2.48,684.4925789833069,684.9691507816315,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
14,7,8,2,0.25,3.10526315789474,2,0.111111111111111,1.0,2,0.25,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr100.npz,,,,,0,23,23,326,,right,red,4.17,690.1933360099792,690.6787059307098,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
5,2,7,2,1.0,0.298245614035088,2,0.25,0.298245614035088,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm29-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm29-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm29-rsr2-rcr11-esr100.npz,,,,,0,24,24,179,,left,green,4.23,695.9149198532104,696.4412260055542,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
14,0,5,2,0.25,3.10526315789474,2,0.027777777777778,0.298245614035088,2,1.0,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm29-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm29-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm29-rsr2-rcr100-esr29.npz,,,,,0,25,25,418,,right,red,3.1,699.8958208560944,700.3790609836578,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
12,7,2,2,0.027777777777778,3.10526315789474,2,0.111111111111111,1.0,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr29.npz,,,,,0,26,26,248,,right,red,4.1,705.5981509685516,706.1294000148773,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
13,10,7,2,0.111111111111111,3.10526315789474,2,0.694444444444444,1.0,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm69-esm100-rsr2-rcr11-esr100.npz,,,,,0,27,27,385,,left,green,4.02,711.3608407974243,711.8403618335724,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
2,14,7,2,0.25,0.298245614035088,2,0.25,3.10526315789474,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm310-rsr2-rcr11-esr100.npz,,,,,0,28,28,310,,right,red,3.25,715.3114738464355,715.7948088645935,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
5,14,11,2,1.0,0.298245614035088,2,0.25,3.10526315789474,2,1.0,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm25-esm310-rsr2-rcr100-esr100.npz,,,,,0,29,29,98,,right,red,1.53,717.5033898353577,717.9635238647461,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
3,4,0,2,0.444444444444444,0.298245614035088,2,0.694444444444444,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr29.npz,,,,,0,30,30,130,,left,green,2.98,721.4323999881744,721.9930608272552,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
12,13,14,2,0.027777777777778,3.10526315789474,2,0.111111111111111,3.10526315789474,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr25-esr310.npz,,,,,0,31,31,208,,right,red,4.52,727.2074749469757,727.8268578052521,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
13,8,5,2,0.111111111111111,3.10526315789474,2,0.25,1.0,2,1.0,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm25-esm100-rsr2-rcr100-esr29.npz,,,,,0,32,32,209,,left,green,2.35,731.2862069606781,731.7732708454132,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
9,12,11,2,0.444444444444444,1.0,2,0.027777777777778,3.10526315789474,2,1.0,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm310-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm310-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm310-rsr2-rcr100-esr100.npz,,,,,0,33,33,144,,right,red,2.83,735.2530338764191,735.734573841095,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
4,8,14,2,0.694444444444444,0.298245614035088,2,0.25,1.0,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr25-esr310.npz,,,,,0,34,34,234,,left,green,2.55,739.1976089477539,739.7063939571381,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
6,4,13,2,0.027777777777778,1.0,2,0.694444444444444,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm69-esm29-rsr2-rcr11-esr310.npz,,,,,0,35,35,202,,left,green,4.74,744.9417579174042,745.5292978286743,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
0,5,1,2,0.027777777777778,0.298245614035088,2,1.0,0.298245614035088,2,0.111111111111111,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr29.npz,,,,,0,36,36,367,,right,red,3.32,749.0114328861237,749.4853827953339,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
3,7,8,2,0.444444444444444,0.298245614035088,2,0.111111111111111,1.0,2,0.25,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr25-esr100.npz,,,,,0,37,37,246,,right,red,2.25,752.9763078689575,753.4465417861938,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
12,11,13,2,0.027777777777778,3.10526315789474,2,1.0,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr11-esr310.npz,,,,,0,38,38,151,,right,red,1.77,755.1344227790833,755.6116049289703,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
4,6,3,2,0.694444444444444,0.298245614035088,2,0.027777777777778,1.0,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm2-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm2-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm2-esm100-rsr2-rcr44-esr29.npz,,,,,0,39,39,344,,left,green,4.49,760.871649980545,761.3344659805298,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
3,11,2,2,0.444444444444444,0.298245614035088,2,1.0,1.0,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm100-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm100-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm100-esm100-rsr2-rcr25-esr29.npz,,,,,0,40,40,220,,left,green,3.08,764.7870619297028,765.304928779602,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
11,7,14,2,1.0,1.0,2,0.111111111111111,1.0,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm11-esm100-rsr2-rcr25-esr310.npz,,,,,0,41,41,119,,right,red,2.29,768.7458908557892,769.2248449325562,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
13,6,2,2,0.111111111111111,3.10526315789474,2,0.027777777777778,1.0,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr29.npz,,,,,0,42,42,115,,left,green,2.36,772.6998369693756,,,1,,2,10,brightness,readingArea,realistic,75,2023-03-31_10h59.09.344,tripletExp_regina_11082022,2022.2.4,119.80371210346816,
