index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate,Unnamed: 41
9,6,13,2,0.444444444444444,1.0,2,0.027777777777778,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm2-esm100-rsr2-rcr11-esr310.npz,,,,,0,13,13,285,,right,red,2.66,188.68261909484863,189.14178919792167,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
4,1,13,2,0.694444444444444,0.298245614035088,2,0.111111111111111,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm29-rsr2-rcr11-esr310.npz,,,,,0,14,14,565,,right,red,2.07,192.58743405342105,193.02419018745425,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
2,9,8,2,0.25,0.298245614035088,2,0.444444444444444,1.0,2,0.25,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm44-esm100-rsr2-rcr25-esr100.npz,,,,,0,15,15,407,,right,red,0.94,194.74088215827945,195.17727208137512,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
9,13,0,2,0.444444444444444,1.0,2,0.111111111111111,3.10526315789474,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm310-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm310-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm310-rsr2-rcr2-esr29.npz,,,,,0,16,16,205,,left,green,0.71,196.89498710632324,197.3343780040741,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
7,2,6,2,0.111111111111111,1.0,2,0.25,0.298245614035088,2,0.027777777777778,1.0,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm29-rsr2-rcr2-esr100.npz,,,,,0,17,17,506,,left,green,0.79,199.0364661216736,199.4747560024261,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
10,11,13,2,0.694444444444444,1.0,2,1.0,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr11-esr310.npz,,,,,0,18,18,79,,left,green,0.79,201.17282104492188,201.66736006736755,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
14,11,3,2,0.25,3.10526315789474,2,1.0,1.0,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr29.npz,,,,,0,19,19,78,,left,green,0.71,203.3618221282959,203.7865760326385,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
10,3,0,2,0.694444444444444,1.0,2,0.444444444444444,0.298245614035088,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29.npz,,,,,0,20,20,203,,left,green,1.16,205.5025281906128,206.08381509780884,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
1,5,7,2,0.111111111111111,0.298245614035088,2,1.0,0.298245614035088,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr100.npz,,,,,0,21,21,197,,right,red,1.06,207.79846906661987,208.2327721118927,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
14,10,5,2,0.25,3.10526315789474,2,0.694444444444444,1.0,2,1.0,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm69-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm69-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm69-esm100-rsr2-rcr100-esr29.npz,,,,,0,22,22,96,,left,green,0.94,209.92972111701965,210.35759902000427,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
13,6,2,2,0.111111111111111,3.10526315789474,2,0.027777777777778,1.0,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm100-rsr2-rcr25-esr29.npz,,,,,0,23,23,115,,right,red,1.18,212.0749039649964,212.6651721000672,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
0,5,12,2,0.027777777777778,0.298245614035088,2,1.0,0.298245614035088,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm100-esm29-rsr2-rcr2-esr310.npz,,,,,0,24,24,366,,right,red,1.05,214.3587930202484,214.78944301605225,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
13,0,10,2,0.111111111111111,3.10526315789474,2,0.027777777777778,0.298245614035088,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm29-rsr2-rcr69-esr100.npz,,,,,0,25,25,505,,left,green,1.21,216.5087480545044,216.9379529953003,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
4,3,9,2,0.694444444444444,0.298245614035088,2,0.444444444444444,0.298245614035088,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm29-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm29-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm44-esm29-rsr2-rcr44-esr100.npz,,,,,0,26,26,451,,left,green,0.79,218.65682315826416,219.0978651046753,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
7,14,10,2,0.111111111111111,1.0,2,0.25,3.10526315789474,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm310-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm310-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm310-rsr2-rcr69-esr100.npz,,,,,0,27,27,472,,right,red,0.8,220.81957912445068,221.2511250972748,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
8,10,7,2,0.25,1.0,2,0.694444444444444,1.0,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm69-esm100-rsr2-rcr11-esr100.npz,,,,,0,28,28,424,,left,green,1.19,222.94280409812927,223.46475315094,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
1,5,13,2,0.111111111111111,0.298245614035088,2,1.0,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr11-esr310.npz,,,,,0,29,29,598,,right,red,0.75,225.16665410995483,225.6110501289368,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
12,10,9,2,0.027777777777778,3.10526315789474,2,0.694444444444444,1.0,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm69-esm100-rsr2-rcr44-esr100.npz,,,,,0,30,30,126,,right,red,0.71,227.3068680763245,,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
12,6,7,2,0.027777777777778,3.10526315789474,2,0.027777777777778,1.0,2,0.111111111111111,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr11-esr100.npz,,,,,0,31,31,308,,left,green,1.34,229.4240679740905,229.843679189682,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
10,4,9,2,0.694444444444444,1.0,2,0.694444444444444,0.298245614035088,2,0.444444444444444,1.0,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm69-esm29-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm69-esm29-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm69-esm29-rsr2-rcr44-esr100.npz,,,,,0,32,32,452,,right,red,1.36,231.53557109832764,231.96854901313785,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
10,7,13,2,0.694444444444444,1.0,2,0.111111111111111,1.0,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm11-esm100-rsr2-rcr11-esr310.npz,,,,,0,33,33,379,,right,red,1.01,233.67018604278564,234.09523797035217,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
6,12,8,2,0.027777777777778,1.0,2,0.027777777777778,3.10526315789474,2,0.25,1.0,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl2-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr100.npz,,,,,0,34,34,186,,left,green,0.91,235.7880980968476,236.21659111976624,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
12,13,10,2,0.027777777777778,3.10526315789474,2,0.111111111111111,3.10526315789474,2,0.694444444444444,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr100.npz,,,,,0,35,35,295,,left,green,1.03,237.92136812210083,238.3779940605164,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
11,8,2,2,1.0,1.0,2,0.25,1.0,2,0.25,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm100-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm100-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm25-esm100-rsr2-rcr25-esr29.npz,,,,,0,36,36,406,,right,red,1.01,240.06885504722595,240.4965941905976,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
14,1,13,2,0.25,3.10526315789474,2,0.111111111111111,0.298245614035088,2,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm29-rsr2-rcr11-esr310.npz,,,,,0,37,37,265,,right,red,1.12,242.21154117584229,242.70981001853943,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
4,14,12,2,0.694444444444444,0.298245614035088,2,0.25,3.10526315789474,2,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm310-rsr2-rcr2-esr310.npz,,,,,0,38,38,392,,left,green,0.93,244.40315914154053,244.8429040908813,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
10,11,0,2,0.694444444444444,1.0,2,1.0,1.0,2,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm100-esm100-rsr2-rcr2-esr29.npz,,,,,0,39,39,58,,left,green,0.68,246.5415480136872,246.9492859840393,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
4,11,14,2,0.694444444444444,0.298245614035088,2,1.0,1.0,2,0.25,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm100-esm100-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm100-esm100-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm100-esm100-rsr2-rcr25-esr310.npz,,,,,0,40,40,165,,right,red,0.84,248.6450731754303,249.28706312179563,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
12,6,3,2,0.027777777777778,3.10526315789474,2,0.027777777777778,1.0,2,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm2-esm100-rsr2-rcr44-esr29.npz,,,,,0,41,41,139,,left,green,1.1,250.9941689968109,251.43234014511108,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
7,10,4,2,0.111111111111111,1.0,2,0.694444444444444,1.0,2,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm69-esm100-rsr2-rcr69-esr29.npz,,,,,0,42,42,46,,right,red,1.07,253.1528341770172,,,1,3,8,lightness,readingArea,realistic,75,2023-03-18_16h08.28.545,tripletExp_regina_11082022,2022.2.4,120.2460938619879,
